통신판매번호,신고기관명,상호,사업자등록번호,법인여부,대표자명,전화번호,전자우편,신고일자,사업장소재지,사업장소재지(도로명),업소상태,신고기관 대표연락처,판매방식,취급품목,인터넷도메인,호스트서버소재지
2020-서울성북-1862,서울특별시 성북구,주식회사 원더모먼트,130-87-08186,법인,석희경,'010-2785-4851,wondermoment.co@gmail.com,20190423,서울특별시 성북구 삼선동2가 382  ,서울특별시 성북구 삼선교로14길 102-29^ 103호 (삼선동2가),정상영업,02-2241-3966,인터넷,종합몰 기타,http://wondermoment.cafe24.com/,서울특별시 양천구 목동동로 233-5^ 3층 (목동)
2019-서울성북-0529,서울특별시 성북구,주식회사 좋은피플,510-88-01334,법인,윤석부,'02-2659-1803,simonsbyoon@gmail.com,20190418,서울특별시 성북구 동소문동4가 260번지 드림트리빌딩  ,서울특별시 성북구 동소문로 63^ 드림트리빌딩 6층 21호 (동소문동4가),정상영업,02-2241-3966,인터넷,건강/식품,www.jounavocado.com,null
2024-서울성북-0158,서울특별시 성북구,주식회사 히치메드,614-86-01229,법인,유지상^박소현,'010-7156-9403,sohyun.park@hitchmed.com,20190411,서울특별시 성북구 종암동 30 거산프라자  ,서울특별시 성북구 종암로 18^ 거산프라자 신관 405호 (종암동),정상영업,02-2241-3966,인터넷 기타,기타,앱스토어,서울특별시 서대문구 신촌로 51^ 154호 (창천동)
2019-서울성북-0495,서울특별시 성북구,주식회사 포파이브,548-81-01553,법인,박상요^김채연,'070-8800-7527,fourfiveco@naver.com,20190411,서울특별시 성북구 보문동2가 105-3  ,서울특별시 성북구 보문로 125^ 3층 (보문동2가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,almostblue.co.kr,izro.co.kr,네이버 스마트스토어,null
2021-서울성북-1840,서울특별시 성북구,주식회사 퍼포먼스랩,328-86-00881,법인,전수정,'010-2950-9755,sujeong.jeon@pfmclab.com,20190404,서울특별시 성북구 성북동 56-4  ,서울특별시 성북구 성북로16길 16-12^ 2층 (성북동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,www.heyjuly.co.kr,null
2024-서울성북-0256,서울특별시 성북구,주식회사88후드(88Hood Co.^Ltd.),743-86-00848,법인,임정민,'031-826-9822,fulawang@gmail.com,20190402,서울특별시 성북구 안암동5가 1-2 고려대학교안암캠퍼스 504호  ,서울특별시 성북구 안암로 145^ 고려대학교안암캠퍼스 504호 (안암동5가),정상영업,02-2241-3966,인터넷,기타,http://smartstore.naver.com/strair8rt,null
2019-서울성북-0429,서울특별시 성북구,유한회사 서인,669-86-01383,법인,SON CHIN YONG,'02-,cychris2@naver.com,20190328,서울특별시 성북구 장위동 66번지 9호 창마빌딩  ,서울특별시 성북구 화랑로33길 39^ 창마빌딩 2층 19호 (장위동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,11번가,null
2020-서울성북-0482,서울특별시 성북구,주식회사 라마스튜디오,173-81-01359,법인,문기연^박영호,'02-,lydia.official.jp@gmail.com,20190326,서울특별시 성북구 장위동 144번지 24호 래미안장위포레카운티  ,서울특별시 성북구 장월로 160^ 107동 16층 1호 (장위동^ 래미안장위포레카운티),휴업처리,02-2241-3966,인터넷,의류/패션/잡화/뷰티,lydia.jp,서울특별시 양천구 목동동로 233-5 (목동)
2019-서울성북-0407,서울특별시 성북구,(주)이음프랜즈,425-88-00871,법인,김명재,'02-919-7982,hao2222@naver.com,20190325,서울특별시 성북구 장위동 316번지 4호 장월지구근린생활시설  ,서울특별시 성북구 한천로101길 36^ 장월지구근린생활시설 2층 210호 (장위동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,www.valiant10136.com,null
2019-서울성북-0384,서울특별시 성북구,주식회사 앙트랩,365-81-01152,법인,조현숙,'070-8848-0200,entlab0710@naver.com,20190319,서울특별시 성북구 정릉동 1021번지 정릉대우아파트  ,서울특별시 성북구 보국문로30길 15^ 105동 1712호 (정릉동^ 정릉대우아파트),정상영업,02-2241-3966,인터넷 TV홈쇼핑 카달로그 신문잡지 기타,종합몰,https://smartstore.naver.com/entlab,null
2019-서울성북-0366,서울특별시 성북구,주식회사 에스디케이비,542-81-01176,법인,김기범,'02-,sdkbworld@gmail.com,20190315,서울특별시 성북구 성북동 298번지 1호  ,서울특별시 성북구 성북로26길 41^ 지1층 (성북동),정상영업,02-2241-3966,인터넷,종합몰,www.juniqworld.com,null
2019-서울성북-0361,서울특별시 성북구,(주) 풍한인더스트리,124-87-40648,법인,배호준,'02-,punghan3@naver.com,20190314,서울특별시 성북구 하월곡동 67-132 미래빌딩  ,서울특별시 성북구 오패산로 11^ 미래빌딩 4층 (하월곡동),정상영업,02-2241-3966,인터넷 TV홈쇼핑 카달로그 신문잡지,건강/식품,네이버 스마트스토어,null
2020-서울성북-1843,서울특별시 성북구,주식회사 타이어랩,342-86-01436,법인,권상훈,'02-474-5109,tirelab@naver.com,20190312,서울특별시 성북구 정릉동 16-16 한국타이어정릉지점  ,서울특별시 성북구 정릉로 338-1^ 한국타이어정릉지점 (정릉동),정상영업,02-2241-3966,인터넷,자동차/자동차용품,네이버스마트스토어/ 쿠팡 등 오픈마켓,null
2019-서울성북-0323,서울특별시 성북구,(주) 심플전기종합상사,209-81-18071,법인,양한기,'02-919-1900,simple508@nate.com,20190308,서울특별시 성북구 석관동 168번지 31호  ,서울특별시 성북구 화랑로 310^ 지하1층^ 지상1^2^3층^ 지상4층 일부 (석관동),정상영업,02-2241-3966,인터넷,종합몰 기타,simplelight.co.kr,11번가,null
2019-서울성북-0317,서울특별시 성북구,(주)클로앤비,437-88-01252,법인,권도훈,'02-923-8353,classkdh@gmail.com,20190307,서울특별시 성북구 안암동4가 41번지 8호  ,서울특별시 성북구 보문로14길 38 (안암동4가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,https://smartstore.naver.com/clonb,null
2019-서울성북-0283,서울특별시 성북구,(주)디에스컴퍼니,295-81-01187,법인,조인숙,'02-,dsds5308@naver.com,20190227,서울특별시 성북구 석관동 301번지 1호 상희빌딩  ,서울특별시 성북구 돌곶이로 50^ 상희빌딩 비동 501호 (석관동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,http://www.11st.co.kr,null
2024-서울성북-1224,서울특별시 성북구,이루다 주식회사,525-81-01322,법인,전소연,'010-2520-2848,iludacompany@gmail.com,20190226,서울특별시 성북구 길음동 1179  ,서울특별시 성북구 삼양로9길 18^ 1층 (길음동),정상영업,02-2241-3966,인터넷,종합몰,네이버,null
2019-서울성북-1563,서울특별시 성북구,주식회사 포레텍,101-86-89452,법인,이자룡,'070-4101-6800,mklee1223@naver.com,20190221,서울특별시 성북구 안암동5가 134번지 2호  ,서울특별시 성북구 안암로9가길 80-17^ 지하1층 (안암동5가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,오픈마켓,경기도 성남시 분당구 성남대로925번길 36^ KT-IDC 5층 (야탑동)
2019-서울성북-0242,서울특별시 성북구,와도씨 쇼핑지점,112-85-13620,법인,김희준,'02-,renpang@naver.com,20190219,서울특별시 성북구 돈암동 609번지 1호 한신한진아파트  ,서울특별시 성북구 성북로4길 52^ 213동 305호 (돈암동^ 한신한진아파트),정상영업,02-2241-3966,인터넷,종합몰,www.renpangshopping.com,www.wadossi.com,null
2019-서울성북-0214,서울특별시 성북구,골든핑거스 주식회사,338-86-01311,법인,이지민,'02-921-2018,gaspards@naver.com,20190212,서울특별시 성북구 안암동3가 110번지 24호 백남빌딩  ,서울특별시 성북구 안암로5길 72^ 백남빌딩 102^ 501. 502호 (안암동3가),정상영업,02-2241-3966,인터넷,종합몰,www.jaaseoul.com,null
2019-서울성북-0207,서울특별시 성북구,주식회사 뉴더블유시스템,710-86-01153,법인,김주경,'02-,myfreetime24@naver.com,20190211,서울특별시 성북구 장위동 66번지 9호 창마빌딩  ,서울특별시 성북구 화랑로33길 39^ 청마빌딩 2층 10-3호 (장위동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티 가전,더블유,null
2019-서울성북-0174,서울특별시 성북구,주식회사 재욱(JaeWookco. Ltd),217-81-43076,법인,유병일,'02-925-6306,tax@hotelahill.com,20190131,서울특별시 성북구 동선동4가 17번지 1호  ,서울특별시 성북구 아리랑로 6-5 (동선동4가),정상영업,02-2241-3966,인터넷,기타,https://www.hotelahill.com/,null
2024-서울성북-0053,서울특별시 성북구,데프플러스 주식회사,471-86-00735,법인,임승택,'070-7320-4355,deafmall.naver.com,20190129,서울특별시 성북구 정릉동 372-3  ,서울특별시 성북구 솔샘로6길 36-3^ 103호 (정릉동),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락 컴퓨터/사무용품,www.deafmall.kr,null
2019-서울성북-0159,서울특별시 성북구,제이와이닷컴주식회사,120-87-75994,법인,이장욱,'02-,jydotcom@abouttimes.co.kr,20190129,서울특별시 성북구 삼선동5가 298번지 14호 동우빌딩  ,서울특별시 성북구 보문로 163^ 동우빌딩 9층 (삼선동5가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,어바웃타임,null
2019-서울성북-0152,서울특별시 성북구,주식회사 기선에듀,777-86-00915,법인,안기선,'02-,asapkj@daum.net,20190128,서울특별시 성북구 동선동4가 111번지 1호 골든타워  ,서울특별시 성북구 동소문로 125^ 골든타워 13층 (동선동4가),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락,http://seongbuk247.etoos.com/index.do,null
2019-서울성북-0154,서울특별시 성북구,문화예술교육창작연구소 펀코,309-82-60430,법인,조선화,'02-,funco2012@naver.com,20190128,서울특별시 성북구 삼선동2가 80번지  ,서울특별시 성북구 삼선교로 34-1^ 201호 (삼선동2가),정상영업,02-2241-3966,인터넷,종합몰,네이버 스마트스토어센터,null
2022-서울성북-0877,서울특별시 성북구,주식회사 유니온웍스(UNION WORKS),528-86-00609,법인,이종하,'010-2238-7450,gleam02@naver.com,20190125,서울특별시 성북구 성북동 114-4  1층  ,서울특별시 성북구 성북로23길 3^ 1층 (성북동),정상영업,02-2241-3966,인터넷 기타,의류/패션/잡화/뷰티,unionworks.co.kr,부산광역시 해운대구 우동1로 17-8 (우동)
2019-서울성북-0144,서울특별시 성북구,주식회사 씨아이웍스홀딩스(CIWORKSHOLDINGS Inc.),355-88-00612,법인,이규원,'02-,ciworksholdings@gmail.com,20190125,서울특별시 성북구 길음동 1243번지 1호 홍신빌딩  ,서울특별시 성북구 삼양로 35^ 1층 (길음동),정상영업,02-2241-3966,인터넷,종합몰,www.ciworks.kr,null
2019-서울성북-0546,서울특별시 성북구,주식회사 뉴런뮤직,537-86-01126,법인,박진우,'02-,neuronmusic@hanmail.net,20190125,서울특별시 성북구 성북동 184번지 88호 東元  ,서울특별시 성북구 성북로 16^ 東元 5층 (성북동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,Store.neuronmusic.co.kr,경기도 성남시 분당구 대왕판교로 660^ 유스페이스1 (삼평동)
2019-서울성북-0136,서울특별시 성북구,주식회사 모스트도미니,139-88-01208,법인,조용수,'02-,mostdomine@naver.com,20190124,서울특별시 성북구 안암동1가 245번지 4호  ,서울특별시 성북구 인촌로7길 32^ 1층 (안암동1가),정상영업,02-2241-3966,인터넷,종합몰,https://smartstore.naver.com/mosttape,null
2019-서울성북-0114,서울특별시 성북구,꿈꾸는이상(주) 갈비명가이상 길음신관,101-85-39203,법인,송영주,'02-943-2495,esang1982@naver.com,20190118,서울특별시 성북구 하월곡동 221번지 이상빌딩  ,서울특별시 성북구 정릉로 395^ 이상빌딩 (하월곡동),정상영업,02-2241-3966,인터넷 기타,건강/식품,www.baemin.com,null
2019-서울성북-0109,서울특별시 성북구,주식회사 매치메이드,627-86-01230,법인,김향기,'02-,match7788@naver.com,20190118,서울특별시 성북구 장위동 233번지 310호  ,서울특별시 성북구 장위로22길 11-8 (장위동),정상영업,02-2241-3966,인터넷,기타,scm.koreabnc.co.kr,null
2019-서울성북-0083,서울특별시 성북구,주식회사 더뉴욕세이,596-86-00596,법인,천성필,'02-,csy2088_task@naver.com,20190114,서울특별시 성북구 안암동4가 19번지 5호  ,서울특별시 성북구 안암로9길 37^ 1층 (안암동4가),정상영업,02-2241-3966,인터넷,종합몰,뉴욕세이.com,null
2019-서울성북-0077,서울특별시 성북구,주식회사 온아이앤씨 앤드수 지점,208-85-07230,법인,김경환,'02-,oninc77@naver.com,20190111,서울특별시 성북구 하월곡동 96번지 133호  ,서울특별시 성북구 화랑로5길 29^ 101호 (하월곡동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,네이버 스마트스토어센터,null
2020-서울성북-0312,서울특별시 성북구,(주) 다드림에프앤비,457-87-00662,법인,이숙영,'070-8151-1288,watsso1288@naver.com,20190110,서울특별시 성북구 종암동 20번지 5호  ,서울특별시 성북구 종암로 63^ 3층 301호 (종암동),정상영업,02-2241-3966,인터넷,건강/식품,네이버스토어팜,null
2019-서울성북-0050,서울특별시 성북구,주식회사 에이치앤앨,879-88-01140,법인,임장호,'02-,dog1733@hanmail.net,20190108,서울특별시 성북구 안암동5가 134번지 58호  ,서울특별시 성북구 안암로 59^ 지층 (안암동5가),정상영업,02-2241-3966,인터넷,종합몰,www.ezysalad.co.kr,null
2025-서울성북-0069,서울특별시 성북구,주식회사 인포카,110-88-00402,법인,최거석,'070-7708-9227,master.mureung@mureung.com,20190108,서울특별시 성북구 안암동5가 1-2 고려대학교안암캠퍼스  ,서울특별시 성북구 안암로 145^ 고려대학교안암캠퍼스 산학관 2층^7층 (안암동5가),정상영업,02-2241-3966,인터넷 카달로그,자동차/자동차용품,http://www.mureung.com,서울특별시 동작구 보라매로5길 15^ 전문건설회관빌딩 (신대방동)
2022-서울성북-0536,서울특별시 성북구,주식회사 케이바이오랩,184-88-00500,법인,김태종,'02-910-5457,gigatj10@gmail.com,20190103,서울특별시 성북구 정릉동 861-1 국민대학교 미래관동 2층 236호  ,서울특별시 성북구 정릉로 77^ 국민대학교 미래관동 2층 236호 (정릉동),정상영업,02-2241-3966,인터넷 TV홈쇼핑 카달로그 신문잡지 기타,의류/패션/잡화/뷰티 건강/식품,smartstore.naver.com,경기도 성남시 분당구 성남대로925번길 36^ KT-IDC 5층 (야탑동)
2019-서울성북-0015,서울특별시 성북구,주식회사 리더잭,374-86-00448,법인,정동일,'02-2231-6793,hotchkissdenim@naver.com,20190103,서울특별시 성북구 보문동6가 82 종아유치원  ,서울특별시 성북구 보문로13다길 27-12^ 종아유치원 3층 301호 (보문동6가),정상영업,02-2241-3966,인터넷 TV홈쇼핑,의류/패션/잡화/뷰티,leaderjck.co.kr,null
2019-서울성북-0005,서울특별시 성북구,주식회사 펀딩랩,640-88-01289,법인,신윤정,'02-986-1379,smk@fundinglab.co.kr,20190102,서울특별시 성북구 길음동 1080번지 기린빌딩  ,서울특별시 성북구 삼양로 22^ 기린빌딩 105호 (길음동),정상영업,02-2241-3966,인터넷 TV홈쇼핑 카달로그 신문잡지 기타,종합몰,http://www.fundinglab.co.kr,null
2018-서울성북-1393,서울특별시 성북구,주식회사 원교재사,788-87-01264,법인,성석경,'02-928-9195,wonn@wonn.co.kr,20181221,서울특별시 성북구 삼선동5가 63번지 8호  ,서울특별시 성북구 삼선교로18나길 9^ 202호 (삼선동5가),정상영업,02-2241-3966,인터넷 카달로그 기타,종합몰,wonn.co.kr,쿠팡,null
2021-서울성북-0259,서울특별시 성북구,주식회사 고객경영기술원,128-87-04251,법인,김형수,'02-6959-5772,admin@customer.re.kr,20181212,서울특별시 성북구 삼선동2가 389 한성대학교  ,서울특별시 성북구 삼선교로16길 116^ 연구관 927호 (삼선동2가),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락 기타,crm.or.kr,서울특별시 양천구 목동동로 233-5 (목동)
2018-서울성북-1349,서울특별시 성북구,(주)제이디물류 고대안암점,248-85-00856,법인,박순주,'02-,leejd4661@nate.com,20181207,서울특별시 성북구 안암동5가 104번지 112호  ,서울특별시 성북구 인촌로24길 47 (안암동5가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,http://www.aritaum.com,null
2018-서울성북-1350,서울특별시 성북구,주식회사 하크어패럴,157-86-01046,법인,최광율,'070-7733-6600,siyazu_korea@naver.com,20181207,서울특별시 성북구 석관동 220-1 장안실업빌딩(신관동) 3층  ,서울특별시 성북구 화랑로 280^ 장안실업빌딩(신관동) 3층 (석관동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,https://store.musinsa.com,null
2018-서울성북-1310,서울특별시 성북구,지담티앤씨 주식회사,167-87-01171,법인,이희배,'02-941-8245,jidamtnc@naver.com,20181130,서울특별시 성북구 정릉동 435번지 중앙하이츠빌2단지  ,서울특별시 성북구 정릉로26길 8^ 상가동 206호 (정릉동^ 중앙하이츠빌2단지),정상영업,02-2241-3966,인터넷,기타 건강/식품,네이버 스마트스토어센터,null
2018-서울성북-1283,서울특별시 성북구,(주)유려,698-81-00806,법인,한은경,'02-745-5593,sy_is_here@hotmail.com,20181122,서울특별시 성북구 성북동 330번지 411호  ,서울특별시 성북구 대사관로3길 39-11 (성북동),정상영업,02-2241-3966,인터넷,종합몰,smartstore.naver.com/eurus,null
2022-서울성북-0299,서울특별시 성북구,주식회사 택대리네,486-86-01231,법인,오택성,'010 - 8926 - 0074,ptmazinga@naver.com,20181112,서울특별시 성북구 하월곡동 230 동일하이빌뉴시티 104동 2904호  ,서울특별시 성북구 종암로 167^ 104동 2904호 (하월곡동^ 동일하이빌뉴시티),정상영업,02-2241-3966,인터넷 카달로그 신문잡지 TV홈쇼핑,종합몰 교육/도서/완구/오락 가전 레저/여행/공연 컴퓨터/사무용품 건강/식품 가구/수납용품 의류/패션/잡화/뷰티 자동차/자동차용품,https://smartstore.naver.com/taekdaerine,서울특별시 중구 수표로4길 9 (충무로3가)
2018-서울성북-1221,서울특별시 성북구,(주) 운석,209-81-62640,법인,정범종,'02-,d2_company@naver.com,20181107,서울특별시 성북구 보문동4가 20번지 통광빌딩  ,서울특별시 성북구 보문로 82-3^ 통광빌딩 3층 (보문동4가),정상영업,02-2241-3966,인터넷 기타,의류/패션/잡화/뷰티,https://smartstore.naver.com/02tuesday,www.11st.co.kr,null
2018-서울성북-1200,서울특별시 성북구,(주)데일로(DEHILO),755-81-01108,법인,이수동,'02-,dehilo1@naver.com,20181101,서울특별시 성북구 삼선동4가 333번지 2호  ,서울특별시 성북구 삼선교로 87^ 4층 (삼선동4가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,www.dehilo.co.kr,쿠팡 등 오픈마켓,null
2018-서울성북-1166,서울특별시 성북구,주식회사 이앤모바일,204-86-43788,법인,이상열,'02-,enmobile@naver.com,20181029,서울특별시 성북구 석관동 301번지 1호 상희빌딩  ,서울특별시 성북구 돌곶이로 50^ 상희빌딩 4층 (석관동),정상영업,02-2241-3966,인터넷,종합몰,www.lgrental-direct.com,null
2019-서울성북-1407,서울특별시 성북구,주식회사 엠디인베스트,138-86-03330,법인,장효영,'02-,wkdgydud100@naver.com,20181024,서울특별시 성북구 길음동 25번지 7호 삼주빌딩  ,서울특별시 성북구 도봉로 11^ 삼주빌딩 11층 402호 (길음동),정상영업,02-2241-3966,인터넷,기타,null,null
2018-서울성북-1124,서울특별시 성북구,(주)웰홈,118-87-01320,법인,홍이분,'02-931-1288,postman365@naver.com,20181012,서울특별시 성북구 장위동 316번지 3호 센트럴타운  ,서울특별시 성북구 월계로40길 7^ 센트럴타운 201호 (장위동),정상영업,02-2241-3966,인터넷,종합몰,WWW.WELLHOME.KR,null
2023-서울성북-0335,서울특별시 성북구,주식회사 일오구,654-81-01203,법인,이선영,'010-4080-0608,lodeur_sun@naver.com,20181011,서울특별시 성북구 안암동3가 133-46 통광빌딩 403호  ,서울특별시 성북구 보문로22길 49^ 통광빌딩 403호 (안암동3가),정상영업,02-2241-3966,인터넷,종합몰 가구/수납용품 의류/패션/잡화/뷰티,오픈마켓,서울특별시 송파구 송파대로 570^ 8~26층 (신천동)
2018-서울성북-1048,서울특별시 성북구,주식회사 시즘,333-86-01067,법인,박지원,'02-,seeism@naver.com,20180919,서울특별시 성북구 안암동5가 1번지 2호 고려대학교안암캠퍼스  ,서울특별시 성북구 안암로 145^ 고려대학교안암캠퍼스 5층 (안암동5가),정상영업,02-2241-3966,인터넷 카달로그 신문잡지 기타,종합몰 기타,https://smartstore.naver.com/handpick,null
2018-서울성북-0969,서울특별시 성북구,에이스시큐리티 주식회사,874-87-00421,법인,손상철,'010-5446-5503,kojison@naver.com,20180831,서울특별시 성북구 장위동 225-53  ,서울특별시 성북구 장위로 59^ 3층 (장위동),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락 기타,https://sell.smartstore.naver.com/asecu365,null
2018-서울성북-1400,서울특별시 성북구,주식회사 베리드얼(BuriedAL),775-87-01216,법인,김주현,'070-7767-2121,buriedallvebrand@gmail.com,20180813,서울특별시 성북구 동소문동4가 84번지 청구빌딩  ,서울특별시 성북구 동소문로3길 78^ 청구빌딩 지층 (동소문동4가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,http://bureiedalive.kr,서울특별시 동작구 보라매로5길 15^ 전문건설회관빌딩 (신대방동)
2022-서울성북-1876,서울특별시 성북구,주식회사 이센,362-86-00902,법인,유의식,'010-2062-3019,osyoo@eburnean.net,20180813,서울특별시 성북구 하월곡동 39-1 923A호  ,서울특별시 성북구 화랑로14길 5^ 923A호 (하월곡동),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락 종합몰 가전 건강/식품 컴퓨터/사무용품 가구/수납용품 의류/패션/잡화/뷰티 레저/여행/공연 자동차/자동차용품 상품권,eburnean.net,서울특별시 구로구 디지털로34길 43^ 코오롱싸이언스밸리1차 (구로동)
2018-서울성북-0846,서울특별시 성북구,주식회사 키즈크라우드,289-87-00832,법인,김탄휴^신종환,'02-,contact@kids-crowd.com,20180726,서울특별시 성북구 정릉동 861번지 1호 국민대학교  ,서울특별시 성북구 정릉로 77^ 국민대학교 114-3호 (정릉동),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락,https://kids-crowd.com,null
2018-서울성북-0817,서울특별시 성북구,주식회사 와이앤,822-88-00693,법인,박한진,'02-,regina0404@hanmail.net,20180718,서울특별시 성북구 종암동 83번지 3호 태화빌딩  ,서울특별시 성북구 종암로21길 47^ 태화빌딩 301호 (종암동),정상영업,02-2241-3966,인터넷,종합몰,18keylo.com,null
2018-서울성북-0792,서울특별시 성북구,(주) 디지털 시티,209-81-26663,법인,노기석,'02-,gari08@nate.com,20180712,서울특별시 성북구 정릉동 861번지 1호 국민대학교  ,서울특별시 성북구 정릉로 77^ 국민대학교 B111호 (정릉동),정상영업,02-2241-3966,인터넷,컴퓨터/사무용품,dgci.kr,null
2018-서울성북-0790,서울특별시 성북구,주식회사 엔티브이,493-81-01044,법인,이봉훈,'02-,ntv01044@gmail.com,20180711,서울특별시 성북구 동소문동5가 59번지 7호  ,서울특별시 성북구 동소문로 86-15^ 2층 213호 (동소문동5가),정상영업,02-2241-3966,인터넷,종합몰 가전 컴퓨터/사무용품,11번가   옥션   지마켓,null
2020-서울성북-0065,서울특별시 성북구,주식회사 치치스,559-81-01136,법인,박치호,'02-,chichis@chichis.biz,20180709,서울특별시 성북구 정릉동 227번지 199호  ,서울특별시 성북구 서경로18길 30-3^ 0019동 0502호 (정릉동),정상영업,02-2241-3966,인터넷,종합몰 기타,arttopia.kr,https://smartstore.naver.com,null
2018-서울성북-0774,서울특별시 성북구,주식회사 크러시제이,495-87-01192,법인,한영민,'02-926-2274,crushj78@naver.com,20180709,서울특별시 성북구 동선동2가 120 패션빌딩 3층  ,서울특별시 성북구 보문로30길 71^ 패션빌딩 3층 (동선동2가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,www.crushj.com,null
2018-서울성북-0737,서울특별시 성북구,주식회사 비즈뷰,105-86-19453,법인,신학철,'02-559-0943,https://bizviewmall.modoo.at,20180629,서울특별시 성북구 하월곡동 88번지 957호 성북힐스테이트  ,서울특별시 성북구 동소문로44길 17^ 102동 201호 (하월곡동^ 성북힐스테이트),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락,https://bizviewmall.modoo.at,null
2020-서울성북-0189,서울특별시 성북구,주식회사 우이너스,273-87-01025,법인,박유종,'02-2254-4885,stopye@naver.com,20180628,서울특별시 성북구 장위동 76번지 312호  ,서울특별시 성북구 장위로45가길 6-3^ 2층 (장위동),정상영업,02-2241-3966,인터넷 TV홈쇼핑 카달로그 신문잡지 기타,종합몰 교육/도서/완구/오락 가전 컴퓨터/사무용품 가구/수납용품 의류/패션/잡화/뷰티 레저/여행/공연 건강/식품 자동차/자동차용품 상품권,http://www.anothersomethingc.com,서울특별시 양천구 목동동로 233-5^ KT-ICC 3층 (목동)
2018-서울성북-0720,서울특별시 성북구,주식회사 엠엘티에스,104-81-88554,법인,김용순,'070-8282-7200,support@eduins.com,20180625,서울특별시 성북구 삼선동4가 350번지 13호 반곡플러스빌딩  ,서울특별시 성북구 보문로 188^ 반곡플러스빌딩 3층 (삼선동4가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,eduins.com,null
2019-서울성북-1290,서울특별시 성북구,주식회사 한국청소년과학개발원,174-88-00463,법인,이진형,'023941120,loumfa@gmail.com,20180625,서울특별시 성북구 돈암동 30번지 6호  ,서울특별시 성북구 동소문로 209^ 5층^ 6층 (돈암동),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락,smartstore.naver.com/resign42,경기도 성남시 분당구 성남대로925번길 36^ KT (야탑동)
2018-서울성북-0705,서울특별시 성북구,주식회사 제이씨랩컴퍼니(Jc Lab Company Co.^Ltd),108-88-00675,법인,최연지,'02,directyor@classtage.com,20180622,서울특별시 성북구 동선동3가 190번지 2호  ,서울특별시 성북구 보문로34나길 43^ 1층 (동선동3가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,www.blankroom.house,null
2018-서울성북-0692,서울특별시 성북구,엑시즘디자인 유한회사,239-88-01115,법인,이영주,'02,ju@xismdeign.com,20180620,서울특별시 성북구 동선동3가 186번지  ,서울특별시 성북구 보문로34가길 51^ 2층 (동선동3가),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락 컴퓨터/사무용품 가구/수납용품 의류/패션/잡화/뷰티,gmarket.co.kr,auction.co.kr,null
2018-서울성북-0622,서울특별시 성북구,주식회사 마리글로벌,380-88-00942,법인,유정현,'02-,towooryu@nate.com,20180531,서울특별시 성북구 하월곡동 226번지 3호 월곡래미안 루나밸리  ,서울특별시 성북구 월곡로14길 24^ 월곡래미안 루나밸리 제상가동 406호 (하월곡동),정상영업,02-2241-3966,인터넷 카달로그,의류/패션/잡화/뷰티,마리글로벌,null
2021-서울성북-0533,서울특별시 성북구,주식회사 마일스톤삼육오,432-87-00945,법인,한정훈,'052-716-7070,milestone365@naver.com,20180531,서울특별시 성북구 삼선동2가 198 예성빌딩  ,서울특별시 성북구 삼선교로10길 45^ 예성빌딩 3층 (삼선동2가),정상영업,02-2241-3966,인터넷 기타,교육/도서/완구/오락 컴퓨터/사무용품 가구/수납용품,milestone365.co.kr,null
2018-서울성북-0609,서울특별시 성북구,주식회사 아트그룹슈필렌(ART GROUP SPIELEN CO.^Ltd.),849-86-00660,법인,송현우,'02,hwpopo@naver.com,20180531,서울특별시 성북구 돈암동 606번지 258호 성북구민회관  ,서울특별시 성북구 성북로4길 177^ 성북구민회관 2층 (돈암동),정상영업,02-2241-3966,인터넷,레저/여행/공연,www.spielen.or.kr,null
